,index,tweet,tweet_text,clean_tweet
887,591,The Coronavirus will make it easy for MLSE to decide that there will be no Raptors or Maple Leafs Outdoor Viewing Parties for the Playoffs this year. https://t.co/rIMeFtLYK5,The Coronavirus will make it easy for MLSE to decide that there will be no Raptors or Maple Leafs Outdoor Viewing Parties for the Playoffs this year. ,The Coronavirus will make it easy for MLSE to decide that there will be no Raptors or Maple Leafs Outdoor Viewing Parties for the Playoffs this year
888,313,RT @CNN: The EPA has some guidance: The disinfectants are thought to be effective against the novel coronavirus. But until tests confirm th…,The EPA has some guidance: The disinfectants are thought to be effective against the novel coronavirus. But until tests confirm th,The EPA have some guidance The disinfectant be thought to be effective against the novel coronavirus But until test confirm th
889,419,"RT @AynRandPaulRyan: The FDA says it'll have 1M Coronavirus tests by the end of the week.

This is BS.

""Under ideal conditions, the nation…","The FDA says it'll have 1M Coronavirus tests by the end of the week.

This is BS.

""Under ideal conditions, the nation",The FDA say it will have 1M Coronavirus test by the end of the week This be BS Under ideal condition the nation
890,413,RT @ewarren: The Federal Reserve alone can't solve the economic and public health problems that coronavirus poses. I'm calling on Congress…,The Federal Reserve alone can't solve the economic and public health problems that coronavirus poses. I'm calling on Congress,The Federal Reserve alone ca not solve the economic and public health problem that coronavirus pose be call on Congress
891,843,RT @Rachel__Nichols: The NBA has suspended the season following a Utah Jazz player positively testing for coronavirus. https://t.co/9xI9m6N…,The NBA has suspended the season following a Utah Jazz player positively testing for coronavirus. ,The NBA have suspend the season follow Utah Jazz player positively test for coronavirus
892,970,RT @globalnews: The NHL announced Thursday that it has suspended its season until further notice in response to the novel coronavirus pande…,The NHL announced Thursday that it has suspended its season until further notice in response to the novel coronavirus pande,The NHL announce Thursday that it have suspend it season until far notice in response to the novel coronavirus pande
893,378,RT @TSNHockey: The #NHL has sent a memo to teams urging players to limit contact with fans because of the spread of the novel coronavirus:…,The #NHL has sent a memo to teams urging players to limit contact with fans because of the spread of the novel coronavirus,The NHL have sent memo to team urge player to limit contact with fan because of the spread of the novel coronavirus
894,615,"The New York Times: Coronavirus in N.Y.: Cuomo Attacks C.D.C. Over Delays in Testing.
https://t.co/SGEWV8R9N4

via @GoogleNews","The New York Times: Coronavirus in N.Y.: Cuomo Attacks C.D.C. Over Delays in Testing.


via @GoogleNews",The New York Times Coronavirus in Cuomo Attacks Over Delays in Testing via GoogleNews
895,290,RT @CBSNews: The No. 1 way to prevent coronavirus isn't wearing a face mask https://t.co/VbHxYcAdOU https://t.co/ojcUX0WzN8,The No. 1 way to prevent coronavirus isn't wearing a face mask  ,The No way to prevent coronavirus be not wear face mask
896,623,"RT @the_real_bnell: The Office: Coronavirus 

Michael ignores the “work from home” memo because he thinks that everyone should be together…","The Office: Coronavirus 

Michael ignores the “work from home” memo because he thinks that everyone should be together",The Office Coronavirus Michael ignores the work from home memo because he think that everyone should be together
897,257,"RT @TheDailyShow: The Olympics have only ever been cancelled for world wars, and now… potentially the coronavirus.

Full coverage: https://…","The Olympics have only ever been cancelled for world wars, and now… potentially the coronavirus.

Full coverage",The Olympics have only ever be cancel for world war and potentially the coronavirus Full coverage
898,184,RT @Acyn: The President is called out on his repeated attempts to try to downplay the mortality rate of Coronavirus by citing flu deaths...…,The President is called out on his repeated attempts to try to downplay the mortality rate of Coronavirus by citing flu deaths,The President be call out on his repeat attempt to try to downplay the mortality rate of Coronavirus by cite flu death
899,865,"RT @JoyceWhiteVance: The President is up at midnight, belittling women &amp; native people, while Americans are dying of Coronavirus &amp; the numb…","The President is up at midnight, belittling women &amp; native people, while Americans are dying of Coronavirus &amp; the numb",The President be up at midnight belittling woman amp native people while Americans be die of Coronavirus amp the numb
900,1192,RT @TorontoStar: The Star talks to renowned infectious diseases expert Dr. Allison McGeer of Mount Sinai Hospital about the new coronavirus…,The Star talks to renowned infectious diseases expert Dr. Allison McGeer of Mount Sinai Hospital about the new coronavirus,The Star talk to renowned infectious disease expert Allison McGeer of Mount Sinai Hospital about the new coronavirus
901,535,RT @joshtpm: The Trump Coronavirus Team Keeps Falsely Blaming Obama For Testing Disaster https://t.co/A3RzTic4uC via @TPM,The Trump Coronavirus Team Keeps Falsely Blaming Obama For Testing Disaster  via @TPM,The Trump Coronavirus Team Keeps Falsely Blaming Obama For Testing Disaster via TPM
902,248,"RT @ewarren: The Trump administration is bungling the response to coronavirus, putting our public health and our economy at risk. We need a…","The Trump administration is bungling the response to coronavirus, putting our public health and our economy at risk. We need a",The Trump administration be bungling the response to coronavirus put our public health and our economy at risk We need
903,480,RT @crampell: The Trump administration says Medicare and Medicaid might not cover all healthcare for coronavirus patients https://t.co/YXcS…,The Trump administration says Medicare and Medicaid might not cover all healthcare for coronavirus patients ,The Trump administration say Medicare and Medicaid might not cover all healthcare for coronavirus patient
904,741,"RT @GOPLeader: The United States has never been better prepared to deal with an infectious disease like the coronavirus. Under Republicans,…",The United States has never been better prepared to deal with an infectious disease like the coronavirus. Under Republicans,The United States have never be well prepared to deal with an infectious disease like the coronavirus Under Republicans
905,931,RT @TheAgenda: The @WHO declared the #coronavirus outbreak a global pandemic about an hour after our panel was taped. @epdevilla (@TOPublic…,The @WHO declared the #coronavirus outbreak a global pandemic about an hour after our panel was taped. @epdevilla (@TOPublic,The WHO declare the coronavirus outbreak global pandemic about an hour after our panel be taped epdevilla TOPublic
906,164,"RT @business: The WHO warned a mysterious “disease X” could spark an international contagion. The new coronavirus, with its ability to quic…","The WHO warned a mysterious “disease X” could spark an international contagion. The new coronavirus, with its ability to quic",The WHO warn mysterious disease could spark an international contagion The new coronavirus with it ability to quic
907,392,"RT @ddale8: The White House line that the coronavirus has been ""contained"" is almost too obviously inaccurate to fact check, but here is a…","The White House line that the coronavirus has been ""contained"" is almost too obviously inaccurate to fact check, but here is a",The White House line that the coronavirus have be contain be almost too obviously inaccurate to fact check but here be
908,967,"RT @Reuters: The White House ordered federal health officials to treat top-level #coronavirus meetings as classified, an unusual step that…","The White House ordered federal health officials to treat top-level #coronavirus meetings as classified, an unusual step that",The White House order federal health official to treat coronavirus meeting a classify an unusual step that
909,644,RT @SadieTNResist: The White House ordered the CDC to remove language from a federal health coronavirus plan that recommended warning the e…,The White House ordered the CDC to remove language from a federal health coronavirus plan that recommended warning the e,The White House order the CDC to remove language from federal health coronavirus plan that recommend warn the
910,486,RT @Nokomaq: The White House prohibited audio and video coverage of a critical briefing on coronavirus https://t.co/4buNC1bd0f via @busines…,The White House prohibited audio and video coverage of a critical briefing on coronavirus  via @busines,The White House prohibit audio and video coverage of critical briefing on coronavirus via busines
911,647,"RT @TheDemCoalition: The White House removed air travel warnings from a CDC plan meant to control the coronavirus.

#MoronPresident

https:…","The White House removed air travel warnings from a CDC plan meant to control the coronavirus.

#MoronPresident

https",The White House remove air travel warning from CDC plan meant to control the coronavirus MoronPresident http
